venue,asset,ladder,event,ticker,contract,settle_utc,strike_type,floor,cap,yes_bid,yes_ask,no_bid,no_ask,last,volume,open_interest,bid_depth,ask_depth
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B61250,"$61,000 to 61,499.99",2026-08-07T21:00:00Z,between,61000.0,61499.99,0.05,0.06,0.94,0.95,0.06,691.63,691.62,5307.09,10254.630000000001
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B61750,"$61,500 to 61,999.99",2026-08-07T21:00:00Z,between,61500.0,61999.99,0.06,0.07,0.93,0.94,0.05,3269.69,1876.01,15219.02,37435.0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B62250,"$62,000 to 62,499.99",2026-08-07T21:00:00Z,between,62000.0,62499.99,0.07,0.08,0.92,0.93,0.07,5213.99,3531.87,13041.01,40032.780000000006
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B62750,"$62,500 to 62,999.99",2026-08-07T21:00:00Z,between,62500.0,62999.99,0.08,0.1,0.9,0.92,0.09,10022.19,6212.73,13216.699999999999,35058.979999999996
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B63250,"$63,000 to 63,499.99",2026-08-07T21:00:00Z,between,63000.0,63499.99,0.1,0.12,0.88,0.9,0.12,24630.97,14388.2,14651.379999999997,41530.33
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B63750,"$63,500 to 63,999.99",2026-08-07T21:00:00Z,between,63500.0,63999.99,0.1,0.11,0.89,0.9,0.11,7747.45,5915.6,13443.26,32685.929999999997
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B64250,"$64,000 to 64,499.99",2026-08-07T21:00:00Z,between,64000.0,64499.99,0.08,0.1,0.9,0.92,0.08,6247.36,4865.23,13574.81,35686.96
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B64750,"$64,500 to 64,999.99",2026-08-07T21:00:00Z,between,64500.0,64999.99,0.08,0.09,0.91,0.92,0.08,3045.1,2897.04,17446.28,32433.379999999997
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B65250,"$65,000 to 65,499.99",2026-08-07T21:00:00Z,between,65000.0,65499.99,0.06,0.09,0.91,0.94,0.06,2192.48,1653.44,16075.01,31649.789999999997
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B65750,"$65,500 to 65,999.99",2026-08-07T21:00:00Z,between,65500.0,65999.99,0.05,0.07,0.93,0.95,0.06,737.54,342.41,14966.0,35265.75
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B66250,"$66,000 to 66,499.99",2026-08-07T21:00:00Z,between,66000.0,66499.99,0.03,0.05,0.95,0.97,0.04,687.66,461.54,12357.47,36837.369999999995
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B66750,"$66,500 to 66,999.99",2026-08-07T21:00:00Z,between,66500.0,66999.99,0.01,0.05,0.95,0.99,0.02,601.87,317.62,5000.0,10175.0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B67250,"$67,000 to 67,499.99",2026-08-07T21:00:00Z,between,67000.0,67499.99,0.01,0.02,0.98,0.99,0.02,1167.33,1098.09,0.01,32986.01
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B67750,"$67,500 to 67,999.99",2026-08-07T21:00:00Z,between,67500.0,67999.99,0.01,0.02,0.98,0.99,0.01,979.82,979.82,0.48,38245.01
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B68250,"$68,000 to 68,499.99",2026-08-07T21:00:00Z,between,68000.0,68499.99,0.01,0.03,0.97,0.99,0.01,0.01,0.01,0.48,10198.0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B68750,"$68,500 to 68,999.99",2026-08-07T21:00:00Z,between,68500.0,68999.99,0.01,0.02,0.98,0.99,0.01,0.01,0.01,0.48,10240.0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B69250,"$69,000 to 69,499.99",2026-08-07T21:00:00Z,between,69000.0,69499.99,0.01,0.02,0.98,0.99,0.01,0.01,0.01,0.48,9980.0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B69750,"$69,500 to 69,999.99",2026-08-07T21:00:00Z,between,69500.0,69999.99,0.01,0.02,0.98,0.99,0.01,0.01,0.01,0.48,9758.0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B70250,"$70,000 to 70,499.99",2026-08-07T21:00:00Z,between,70000.0,70499.99,0.01,0.02,0.98,0.99,0.01,0.01,0.01,0.48,9962.0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B70750,"$70,500 to 70,999.99",2026-08-07T21:00:00Z,between,70500.0,70999.99,0.01,0.02,0.98,0.99,0.01,0.01,0.01,0.48,54845.0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B71250,"$71,000 to 71,499.99",2026-08-07T21:00:00Z,between,71000.0,71499.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B71750,"$71,500 to 71,999.99",2026-08-07T21:00:00Z,between,71500.0,71999.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B72250,"$72,000 to 72,499.99",2026-08-07T21:00:00Z,between,72000.0,72499.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B72750,"$72,500 to 72,999.99",2026-08-07T21:00:00Z,between,72500.0,72999.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B73250,"$73,000 to 73,499.99",2026-08-07T21:00:00Z,between,73000.0,73499.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B73750,"$73,500 to 73,999.99",2026-08-07T21:00:00Z,between,73500.0,73999.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B74250,"$74,000 to 74,499.99",2026-08-07T21:00:00Z,between,74000.0,74499.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B74750,"$74,500 to 74,999.99",2026-08-07T21:00:00Z,between,74500.0,74999.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-B75250,"$75,000 to 75,499.99",2026-08-07T21:00:00Z,between,75000.0,75499.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,BTC,range,KXBTC-26AUG0717,KXBTC-26AUG0717-T75499.99,"$75,500 or above",2026-08-07T21:00:00Z,greater,75499.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T53599.99,"$53,600 or above",2026-08-03T16:00:00Z,greater,53599.99,,0.99,1.0,0.0,0.01,0.99,1029.7,1029.7,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T53699.99,"$53,700 or above",2026-08-03T16:00:00Z,greater,53699.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T53799.99,"$53,800 or above",2026-08-03T16:00:00Z,greater,53799.99,,0.99,1.0,0.0,0.01,0.99,281.55,281.55,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T53899.99,"$53,900 or above",2026-08-03T16:00:00Z,greater,53899.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T53999.99,"$54,000 or above",2026-08-03T16:00:00Z,greater,53999.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T54099.99,"$54,100 or above",2026-08-03T16:00:00Z,greater,54099.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T54199.99,"$54,200 or above",2026-08-03T16:00:00Z,greater,54199.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T54299.99,"$54,300 or above",2026-08-03T16:00:00Z,greater,54299.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T54399.99,"$54,400 or above",2026-08-03T16:00:00Z,greater,54399.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T54499.99,"$54,500 or above",2026-08-03T16:00:00Z,greater,54499.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T54599.99,"$54,600 or above",2026-08-03T16:00:00Z,greater,54599.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T54699.99,"$54,700 or above",2026-08-03T16:00:00Z,greater,54699.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T54799.99,"$54,800 or above",2026-08-03T16:00:00Z,greater,54799.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T54899.99,"$54,900 or above",2026-08-03T16:00:00Z,greater,54899.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T54999.99,"$55,000 or above",2026-08-03T16:00:00Z,greater,54999.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T55099.99,"$55,100 or above",2026-08-03T16:00:00Z,greater,55099.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T55199.99,"$55,200 or above",2026-08-03T16:00:00Z,greater,55199.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T55299.99,"$55,300 or above",2026-08-03T16:00:00Z,greater,55299.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T55399.99,"$55,400 or above",2026-08-03T16:00:00Z,greater,55399.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T55499.99,"$55,500 or above",2026-08-03T16:00:00Z,greater,55499.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T55599.99,"$55,600 or above",2026-08-03T16:00:00Z,greater,55599.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T55699.99,"$55,700 or above",2026-08-03T16:00:00Z,greater,55699.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T55799.99,"$55,800 or above",2026-08-03T16:00:00Z,greater,55799.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T55899.99,"$55,900 or above",2026-08-03T16:00:00Z,greater,55899.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T55999.99,"$56,000 or above",2026-08-03T16:00:00Z,greater,55999.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T56099.99,"$56,100 or above",2026-08-03T16:00:00Z,greater,56099.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T56199.99,"$56,200 or above",2026-08-03T16:00:00Z,greater,56199.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T56299.99,"$56,300 or above",2026-08-03T16:00:00Z,greater,56299.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T56399.99,"$56,400 or above",2026-08-03T16:00:00Z,greater,56399.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T56499.99,"$56,500 or above",2026-08-03T16:00:00Z,greater,56499.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T56599.99,"$56,600 or above",2026-08-03T16:00:00Z,greater,56599.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T56699.99,"$56,700 or above",2026-08-03T16:00:00Z,greater,56699.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T56799.99,"$56,800 or above",2026-08-03T16:00:00Z,greater,56799.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T56899.99,"$56,900 or above",2026-08-03T16:00:00Z,greater,56899.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T56999.99,"$57,000 or above",2026-08-03T16:00:00Z,greater,56999.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T57099.99,"$57,100 or above",2026-08-03T16:00:00Z,greater,57099.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T57199.99,"$57,200 or above",2026-08-03T16:00:00Z,greater,57199.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T57299.99,"$57,300 or above",2026-08-03T16:00:00Z,greater,57299.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T57399.99,"$57,400 or above",2026-08-03T16:00:00Z,greater,57399.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T57499.99,"$57,500 or above",2026-08-03T16:00:00Z,greater,57499.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T57599.99,"$57,600 or above",2026-08-03T16:00:00Z,greater,57599.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T57699.99,"$57,700 or above",2026-08-03T16:00:00Z,greater,57699.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T57799.99,"$57,800 or above",2026-08-03T16:00:00Z,greater,57799.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T57899.99,"$57,900 or above",2026-08-03T16:00:00Z,greater,57899.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T57999.99,"$58,000 or above",2026-08-03T16:00:00Z,greater,57999.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T58099.99,"$58,100 or above",2026-08-03T16:00:00Z,greater,58099.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T58199.99,"$58,200 or above",2026-08-03T16:00:00Z,greater,58199.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T58299.99,"$58,300 or above",2026-08-03T16:00:00Z,greater,58299.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T58399.99,"$58,400 or above",2026-08-03T16:00:00Z,greater,58399.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T58499.99,"$58,500 or above",2026-08-03T16:00:00Z,greater,58499.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T58599.99,"$58,600 or above",2026-08-03T16:00:00Z,greater,58599.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T58699.99,"$58,700 or above",2026-08-03T16:00:00Z,greater,58699.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T58799.99,"$58,800 or above",2026-08-03T16:00:00Z,greater,58799.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T58899.99,"$58,900 or above",2026-08-03T16:00:00Z,greater,58899.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T58999.99,"$59,000 or above",2026-08-03T16:00:00Z,greater,58999.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T59099.99,"$59,100 or above",2026-08-03T16:00:00Z,greater,59099.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T59199.99,"$59,200 or above",2026-08-03T16:00:00Z,greater,59199.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T59299.99,"$59,300 or above",2026-08-03T16:00:00Z,greater,59299.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T59399.99,"$59,400 or above",2026-08-03T16:00:00Z,greater,59399.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T59499.99,"$59,500 or above",2026-08-03T16:00:00Z,greater,59499.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T59599.99,"$59,600 or above",2026-08-03T16:00:00Z,greater,59599.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T59699.99,"$59,700 or above",2026-08-03T16:00:00Z,greater,59699.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T59799.99,"$59,800 or above",2026-08-03T16:00:00Z,greater,59799.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T59899.99,"$59,900 or above",2026-08-03T16:00:00Z,greater,59899.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T59999.99,"$60,000 or above",2026-08-03T16:00:00Z,greater,59999.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T60099.99,"$60,100 or above",2026-08-03T16:00:00Z,greater,60099.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T60199.99,"$60,200 or above",2026-08-03T16:00:00Z,greater,60199.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T60299.99,"$60,300 or above",2026-08-03T16:00:00Z,greater,60299.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T60399.99,"$60,400 or above",2026-08-03T16:00:00Z,greater,60399.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T60499.99,"$60,500 or above",2026-08-03T16:00:00Z,greater,60499.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T60599.99,"$60,600 or above",2026-08-03T16:00:00Z,greater,60599.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T60699.99,"$60,700 or above",2026-08-03T16:00:00Z,greater,60699.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T60799.99,"$60,800 or above",2026-08-03T16:00:00Z,greater,60799.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T60899.99,"$60,900 or above",2026-08-03T16:00:00Z,greater,60899.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T60999.99,"$61,000 or above",2026-08-03T16:00:00Z,greater,60999.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T61099.99,"$61,100 or above",2026-08-03T16:00:00Z,greater,61099.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T61199.99,"$61,200 or above",2026-08-03T16:00:00Z,greater,61199.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T61299.99,"$61,300 or above",2026-08-03T16:00:00Z,greater,61299.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T61399.99,"$61,400 or above",2026-08-03T16:00:00Z,greater,61399.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T61499.99,"$61,500 or above",2026-08-03T16:00:00Z,greater,61499.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T61599.99,"$61,600 or above",2026-08-03T16:00:00Z,greater,61599.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T61699.99,"$61,700 or above",2026-08-03T16:00:00Z,greater,61699.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T61799.99,"$61,800 or above",2026-08-03T16:00:00Z,greater,61799.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T61899.99,"$61,900 or above",2026-08-03T16:00:00Z,greater,61899.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T61999.99,"$62,000 or above",2026-08-03T16:00:00Z,greater,61999.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T62099.99,"$62,100 or above",2026-08-03T16:00:00Z,greater,62099.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T62199.99,"$62,200 or above",2026-08-03T16:00:00Z,greater,62199.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T62299.99,"$62,300 or above",2026-08-03T16:00:00Z,greater,62299.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T62399.99,"$62,400 or above",2026-08-03T16:00:00Z,greater,62399.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T62499.99,"$62,500 or above",2026-08-03T16:00:00Z,greater,62499.99,,0.99,1.0,0.0,0.01,0.99,340.15,340.15,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T62599.99,"$62,600 or above",2026-08-03T16:00:00Z,greater,62599.99,,0.99,1.0,0.0,0.01,0.99,346.17,346.17,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T62699.99,"$62,700 or above",2026-08-03T16:00:00Z,greater,62699.99,,0.99,1.0,0.0,0.01,0.99,94.51,94.51,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T62799.99,"$62,800 or above",2026-08-03T16:00:00Z,greater,62799.99,,0.99,1.0,0.0,0.01,0.99,94.51,94.51,0,0
kalshi,BTC,above,KXBTCD-26AUG0312,KXBTCD-26AUG0312-T62899.99,"$62,900 or above",2026-08-03T16:00:00Z,greater,62899.99,,0.99,1.0,0.0,0.01,0.99,147.79,147.79,0,0
