venue,asset,ladder,event,ticker,contract,settle_utc,best_bid,best_ask,last,volume,liquidity,bid_depth,ask_depth,yes_token
polymarket,BTC,range,bitcoin-price-on-august-7-2026,will-the-price-of-bitcoin-be-between-58000-60000-on-august-7-2026,"58,000-60,000",2026-08-07T16:00:00Z,0.027,0.043,0.1,1767.4935740000003,7224.42382,14440.83,264732.07999999996,82807747740207278338061371068485066556729520196222376165352456025987483330831
polymarket,BTC,range,bitcoin-price-on-august-7-2026,will-the-price-of-bitcoin-be-between-60000-62000-on-august-7-2026,"60,000-62,000",2026-08-07T16:00:00Z,0.14,0.15,0.26,10344.354282000002,14852.0573,10323.22,135955.53000000003,39299517766986500728302199427399260674534031045112176340298392216742912061490
polymarket,BTC,range,bitcoin-price-on-august-7-2026,will-the-price-of-bitcoin-be-between-62000-64000-on-august-7-2026,"62,000-64,000",2026-08-07T16:00:00Z,0.32,0.36,0.34,1295.844644,16706.5136,114228.28,125507.63,21616513707047126607929228190214367521763953094464480669640897449130362255617
polymarket,BTC,range,bitcoin-price-on-august-7-2026,will-the-price-of-bitcoin-be-between-64000-66000-on-august-7-2026,"64,000-66,000",2026-08-07T16:00:00Z,0.3,0.33,0.24,230.745879,5734.5296,14262.119999999999,17325.88,101950302153438030452123048665312563511607384036515939191622431121954899880476
polymarket,BTC,range,bitcoin-price-on-august-7-2026,will-the-price-of-bitcoin-be-between-66000-68000-on-august-7-2026,"66,000-68,000",2026-08-07T16:00:00Z,0.11,0.12,0.09,43,6038.8176,4950.0,18171.63,66497473028335514661774374955936967480543748030727350005063353086469165427872
polymarket,BTC,range,bitcoin-price-on-august-7-2026,will-the-price-of-bitcoin-be-between-68000-70000-on-august-7-2026,"68,000-70,000",2026-08-07T16:00:00Z,0.013,0.034,,,635.93939,5516.27,13505.25,20230739111437046773634482521253819372449739953662053812771039573568599682401
polymarket,BTC,range,bitcoin-price-on-august-7-2026,will-the-price-of-bitcoin-be-between-70000-72000-on-august-7-2026,"70,000-72,000",2026-08-07T16:00:00Z,0.002,0.032,,15,5944.1671,755.0,26024.25,2179002695407705733209191714338642239718327361792980935698634806527060117960
polymarket,BTC,range,bitcoin-price-on-august-7-2026,will-the-price-of-bitcoin-be-greater-than-72000-on-august-7-2026,">72,000",2026-08-07T16:00:00Z,0.004,0.024,,68.139333,6379.13374,729.86,26283.44,86846990984393751516005180971473913333107049717951640397360072199114522459125
polymarket,BTC,range,bitcoin-price-on-august-8-2026,will-the-price-of-bitcoin-be-less-than-54000-on-august-8-2026,"<54,000",2026-08-08T16:00:00Z,0.008,0.019,,110,6315.77657,715.0,26682.18,34431146013845427132115041233168168288950505463236477294798543403405514615286
polymarket,BTC,range,bitcoin-price-on-august-8-2026,will-the-price-of-bitcoin-be-between-54000-56000-on-august-8-2026,"54,000-56,000",2026-08-08T16:00:00Z,0.002,0.029,,110,6266.43857,755.0,26688.730000000003,57699376246183836441805671492393878966620474441335361651880877544487619583737
polymarket,BTC,range,bitcoin-price-on-august-8-2026,will-the-price-of-bitcoin-be-between-56000-58000-on-august-8-2026,"56,000-58,000",2026-08-08T16:00:00Z,0.01,0.034,,,5678.70715,5634.11,18250.86,85960069516258046870319896551860589403905757098407676356107392032885820753851
polymarket,BTC,range,bitcoin-price-on-august-8-2026,will-the-price-of-bitcoin-be-between-58000-60000-on-august-8-2026,"58,000-60,000",2026-08-08T16:00:00Z,0.03,0.05,0.07,69,5907.7165,4945.0,18126.08,3514495979651636337030293801573930625835936692359636027216829975198588966160
polymarket,BTC,range,bitcoin-price-on-august-8-2026,will-the-price-of-bitcoin-be-between-60000-62000-on-august-8-2026,"60,000-62,000",2026-08-08T16:00:00Z,0.14,0.15,0.15,1914.3299999999997,14777.4956,7977.72,124206.72,17277415348616744171047234280564065250067373992171085370960136508188625878023
polymarket,BTC,range,bitcoin-price-on-august-8-2026,will-the-price-of-bitcoin-be-between-62000-64000-on-august-8-2026,"62,000-64,000",2026-08-08T16:00:00Z,0.32,0.34,0.32,1471.336319,15250.4757,100002.11,130218.66,36332364566694488067889436539450897169070495627955442071669412168383135748674
polymarket,BTC,range,bitcoin-price-on-august-8-2026,will-the-price-of-bitcoin-be-between-64000-66000-on-august-8-2026,"64,000-66,000",2026-08-08T16:00:00Z,0.29,0.32,0.31,312.354211,5729.3899,14125.119999999999,17364.69,64587262595155180465189688051625586329714100139752254290721392262861886900009
polymarket,BTC,range,bitcoin-price-on-august-8-2026,will-the-price-of-bitcoin-be-between-66000-68000-on-august-8-2026,"66,000-68,000",2026-08-08T16:00:00Z,0.1,0.13,,,5766.8672,4952.12,18117.56,66654278976141205917657071329374077929746991277449428073431594118524332280501
polymarket,BTC,range,bitcoin-price-on-august-8-2026,will-the-price-of-bitcoin-be-between-68000-70000-on-august-8-2026,"68,000-70,000",2026-08-08T16:00:00Z,0.02,0.035,,,1182.42928,5971.27,13340.220000000001,94316410848739103338519467190522950585548496711102356654381550344995160832843
polymarket,BTC,range,bitcoin-price-on-august-8-2026,will-the-price-of-bitcoin-be-between-70000-72000-on-august-8-2026,"70,000-72,000",2026-08-08T16:00:00Z,0.01,0.034,,,5756.65947,5893.12,18216.559999999998,102170460680074294717721273956314807692376934156340178793354233335885845240935
polymarket,BTC,range,bitcoin-price-on-august-8-2026,will-the-price-of-bitcoin-be-greater-than-72000-on-august-8-2026,">72,000",2026-08-08T16:00:00Z,0.008,0.029,,110,6215.63702,1015.0,26633.730000000003,79513047639310115889088796183604162881645615335298201376748924331535486253635
polymarket,BTC,range,bitcoin-price-on-august-9-2026,will-the-price-of-bitcoin-be-less-than-54000-on-august-9-2026,"<54,000",2026-08-09T16:00:00Z,0.01,0.029,,,6064.13664,965.0,18420.62,16138484942485503081592225625088372381077604719448418074063226227850526184308
polymarket,BTC,range,bitcoin-price-on-august-9-2026,will-the-price-of-bitcoin-be-between-54000-56000-on-august-9-2026,"54,000-56,000",2026-08-09T16:00:00Z,0.01,0.029,,,6063.59282,965.0,18377.58,42246973082037935811130290897218409001548031757797174811913917578308695564278
polymarket,BTC,range,bitcoin-price-on-august-9-2026,will-the-price-of-bitcoin-be-between-56000-58000-on-august-9-2026,"56,000-58,000",2026-08-09T16:00:00Z,0.01,0.032,,,5745.61178,5840.0,18163.98,86825386056694996856107825007588706133210961650687793445205364989387801724966
polymarket,BTC,range,bitcoin-price-on-august-9-2026,will-the-price-of-bitcoin-be-between-58000-60000-on-august-9-2026,"58,000-60,000",2026-08-09T16:00:00Z,0.04,0.06,0.11,1149.363635,11813.5599,5031.0,135914.5,97119031669780008540910146935838359513200287911130771885827155230793832145549
polymarket,BTC,range,bitcoin-price-on-august-9-2026,will-the-price-of-bitcoin-be-between-60000-62000-on-august-9-2026,"60,000-62,000",2026-08-09T16:00:00Z,0.14,0.15,0.15,1600.5,14314.5551,5252.04,136187.98,95269924546104161025443055141258296666370098772448967705884303622106430014457
polymarket,BTC,range,bitcoin-price-on-august-9-2026,will-the-price-of-bitcoin-be-between-62000-64000-on-august-9-2026,"62,000-64,000",2026-08-09T16:00:00Z,0.3,0.33,,20,5662.0713,14251.17,17205.73,38903614220486579737486902922486226001746500996912358202027644499876956846781
polymarket,BTC,range,bitcoin-price-on-august-9-2026,will-the-price-of-bitcoin-be-between-64000-66000-on-august-9-2026,"64,000-66,000",2026-08-09T16:00:00Z,0.28,0.29,,20,5716.61,14252.5,17319.25,41928798079678812982536701547500225275027409765034612240936273521935564804031
polymarket,BTC,range,bitcoin-price-on-august-9-2026,will-the-price-of-bitcoin-be-between-66000-68000-on-august-9-2026,"66,000-68,000",2026-08-09T16:00:00Z,0.11,0.13,,,5804.0665,4952.5,18226.58,92150229843750419923321562513136007229753030950211718209849892160107569979938
polymarket,BTC,range,bitcoin-price-on-august-9-2026,will-the-price-of-bitcoin-be-between-68000-70000-on-august-9-2026,"68,000-70,000",2026-08-09T16:00:00Z,0.022,0.068,,,5660.12222,5891.46,18100.57,7418979496532340670717645661249762694689632002998578602862796583182512006700
polymarket,BTC,range,bitcoin-price-on-august-9-2026,will-the-price-of-bitcoin-be-between-70000-72000-on-august-9-2026,"70,000-72,000",2026-08-09T16:00:00Z,0.01,0.035,,,5749.51556,5893.11,18318.550000000003,22075808288090492702235070666562730914792872344446508014687577711075564496310
polymarket,BTC,range,bitcoin-price-on-august-9-2026,will-the-price-of-bitcoin-be-greater-than-72000-on-august-9-2026,">72,000",2026-08-09T16:00:00Z,0.01,0.03,,,5763.24741,965.0,18162.1,9058939282943164389606449947705461480325524732985699942951832247371628427030
polymarket,ETH,above,ethereum-above-on-august-4-2026,ethereum-above-1400-on-august-4-2026,"1,400",2026-08-04T16:00:00Z,0.999,1,0.99,4120,50093.4662,182683.97999999998,0,58219091514547901561519981756091090597347751446483070712895348746384628624034
polymarket,ETH,above,ethereum-above-on-august-4-2026,ethereum-above-1500-on-august-4-2026,"1,500",2026-08-04T16:00:00Z,0.998,0.999,0.999,100872.69410999998,51859.23694,186256.55,11252.39,35806436903484731292371760243347292874374390078328439697084408421013226533283
polymarket,ETH,above,ethereum-above-on-august-4-2026,ethereum-above-1600-on-august-4-2026,"1,600",2026-08-04T16:00:00Z,0.998,0.999,0.999,11196.358735000003,33998.14654,167015.31,100291.73,41514296275795301302075513787387856413180123198263673713343983547046426867916
polymarket,ETH,above,ethereum-above-on-august-4-2026,ethereum-above-1700-on-august-4-2026,"1,700",2026-08-04T16:00:00Z,0.973,0.977,0.977,68277.204182,19198.46752,274072.10000000003,47745.88,110658614661632419763526565145358648157234053888281404381469823030921587655931
polymarket,ETH,above,ethereum-above-on-august-4-2026,ethereum-above-1800-on-august-4-2026,"1,800",2026-08-04T16:00:00Z,0.91,0.93,0.93,15000.486743999998,19304.3176,126997.05,13571.46,41623891651289160465420636322321881225642624731277247760640188322627301345925
polymarket,ETH,above,ethereum-above-on-august-4-2026,ethereum-above-1900-on-august-4-2026,"1,900",2026-08-04T16:00:00Z,0.19,0.21,0.25,8466.164749,18835.3802,23010.15,125868.77,108346741493681724193780061763084121896341791608315773315740331724855662667432
polymarket,ETH,above,ethereum-above-on-august-4-2026,ethereum-above-2000-on-august-4-2026,"2,000",2026-08-04T16:00:00Z,0.003,0.007,0.005,21020.802227999997,20853.71053,16332.43,272042.5800000001,28509690309086600215465560837452176849058428058180225767586293179041131832395
polymarket,ETH,above,ethereum-above-on-august-4-2026,ethereum-above-2100-on-august-4-2026,"2,100",2026-08-04T16:00:00Z,0.001,0.002,0.002,11729.869885999995,25467.85333,3357.91,276936.37,103540424569315514489063074970479205682270958688436555303768503841505586298573
polymarket,ETH,above,ethereum-above-on-august-4-2026,ethereum-above-2200-on-august-4-2026,"2,200",2026-08-04T16:00:00Z,0.001,0.002,0.005,2444.515000000001,28896.21815,236.87,280484.67,96055617265825798503652693315217334290364443087922713637585093070036388493222
polymarket,ETH,above,ethereum-above-on-august-4-2026,ethereum-above-2300-on-august-4-2026,"2,300",2026-08-04T16:00:00Z,,0.001,0.001,4072.624597,21454.16955,0,271910.21,5496613906438324765237108409399623217821727358613280312138620135216112031734
polymarket,ETH,above,ethereum-above-on-august-4-2026,ethereum-above-2400-on-august-4-2026,"2,400",2026-08-04T16:00:00Z,,0.001,0.001,4156,50821.29519,0,301187.02999999997,57258733855575149424564396132447164942760148460286465281285061521159232387259
polymarket,ETH,above,ethereum-above-on-august-5-2026,ethereum-above-1400-on-august-5-2026,"1,400",2026-08-05T16:00:00Z,0.992,1,0.99,5,9553.10991,30167.190000000002,0,31021888544543337315346501936253827706387947474553595104570299899384746157493
polymarket,ETH,above,ethereum-above-on-august-5-2026,ethereum-above-1500-on-august-5-2026,"1,500",2026-08-05T16:00:00Z,0.992,1,0.99,5,9657.12264,30082.43,0,24134025497179337178676724157445510384854870133442363885445510445530326875486
polymarket,ETH,above,ethereum-above-on-august-5-2026,ethereum-above-1600-on-august-5-2026,"1,600",2026-08-05T16:00:00Z,0.991,0.999,0.972,38.04,11709.92117,32207.03,17.03,78096673056207789985918156220406886729570437267303474231639693119637573470113
polymarket,ETH,above,ethereum-above-on-august-5-2026,ethereum-above-1700-on-august-5-2026,"1,700",2026-08-05T16:00:00Z,0.986,0.99,0.985,2230.429297,17229.20487,268165.77,17547.38,29556690936816003946013778685856569018976455736245109055804375454477792352209
polymarket,ETH,above,ethereum-above-on-august-5-2026,ethereum-above-1800-on-august-5-2026,"1,800",2026-08-05T16:00:00Z,0.84,0.86,0.77,1132.0576619999997,17340.9377,125764.63,9544.66,33675166806875650988155128133262922113147168635004923452255252690799905088861
polymarket,ETH,above,ethereum-above-on-august-5-2026,ethereum-above-1900-on-august-5-2026,"1,900",2026-08-05T16:00:00Z,0.27,0.3,0.41,391.03753800000004,9538.7006,18655.129999999997,21147.77,38666838768657001933313813260995010351668820353105892437676875554171598678420
polymarket,ETH,above,ethereum-above-on-august-5-2026,ethereum-above-2000-on-august-5-2026,"2,000",2026-08-05T16:00:00Z,0.017,0.031,0.02,6102.624909,16593.01517,21970.09,267281.99000000005,36560329197034027060360953280632633260935230200332420443211192595497995930888
polymarket,ETH,above,ethereum-above-on-august-5-2026,ethereum-above-2100-on-august-5-2026,"2,100",2026-08-05T16:00:00Z,0.001,0.009,,5,11084.90952,656.0,31047.239999999998,86296290720421972741680436569157999663081485966470703941932865086227489551114
polymarket,ETH,above,ethereum-above-on-august-5-2026,ethereum-above-2200-on-august-5-2026,"2,200",2026-08-05T16:00:00Z,0.002,0.008,0.001,813.966,16398.72789,14041.02,144624.75999999998,24848360213387066494278978271469406342372708148102124104199648557492287916074
polymarket,ETH,above,ethereum-above-on-august-5-2026,ethereum-above-2300-on-august-5-2026,"2,300",2026-08-05T16:00:00Z,,0.001,0.011,2089.9066629999998,23289.30172,0,273504.63,26703828123816230904979765955583789335503279663668261812921987873632693070420
polymarket,ETH,above,ethereum-above-on-august-5-2026,ethereum-above-2400-on-august-5-2026,"2,400",2026-08-05T16:00:00Z,,0.005,0.003,1268.692221,20339.02909,0,270529.62999999995,19094422436841370911898408191716122381531931750890145571453081178611986078254
polymarket,ETH,above,ethereum-above-on-august-6-2026,ethereum-above-1400-on-august-6-2026,"1,400",2026-08-06T16:00:00Z,0.982,1,0.99,5,6063.21658,26450.26,0,38886305992251814563210664714447368192490687159166009447840179997393983755753
polymarket,ETH,above,ethereum-above-on-august-6-2026,ethereum-above-1500-on-august-6-2026,"1,500",2026-08-06T16:00:00Z,0.982,1,0.99,5,6053.21658,26450.26,0,15292299465233802744418265584972823950333480486182659860864290433412673950369
polymarket,ETH,above,ethereum-above-on-august-6-2026,ethereum-above-1600-on-august-6-2026,"1,600",2026-08-06T16:00:00Z,0.981,1,0.987,584.046307,11274.34197,139949.64,0,96225985742107090501154238275799115820546593898258159433521152385882164332865
polymarket,ETH,above,ethereum-above-on-august-6-2026,ethereum-above-1700-on-august-6-2026,"1,700",2026-08-06T16:00:00Z,0.965,0.982,0.971,965.2267860000001,13345.33304,142139.34999999998,17451.08,115039369830264082631210334843394146828166440991060480892979670861843898648333
polymarket,ETH,above,ethereum-above-on-august-6-2026,ethereum-above-1800-on-august-6-2026,"1,800",2026-08-06T16:00:00Z,0.78,0.82,0.72,1390.2686950000002,16925.8037,124432.55,14710.53,69605551236011640769623742330866699112983861179268633317415161883683293792842
polymarket,ETH,above,ethereum-above-on-august-6-2026,ethereum-above-1900-on-august-6-2026,"1,900",2026-08-06T16:00:00Z,0.3,0.35,0.27,177.30922799999996,9395.6798,18572.57,21067.31,109919590988389504951336350402303546900337394931973061039640530139793050030325
polymarket,ETH,above,ethereum-above-on-august-6-2026,ethereum-above-2000-on-august-6-2026,"2,000",2026-08-06T16:00:00Z,0.031,0.05,0.1,63.460807,9687.74677,17157.06,28980.81,93929594365747431953404549788396142882336223659193976737102544783253697441694
polymarket,ETH,above,ethereum-above-on-august-6-2026,ethereum-above-2100-on-august-6-2026,"2,100",2026-08-06T16:00:00Z,0.003,0.017,0.09,16.11111,9942.19788,940.0,28837.349999999995,79505584731146008453756213339366790704054746732443007627488862957962440459942
polymarket,ETH,above,ethereum-above-on-august-6-2026,ethereum-above-2200-on-august-6-2026,"2,200",2026-08-06T16:00:00Z,0.001,0.021,,5,9761.73305,540.0,29748.3,31021669096572251015085901884568971325503183872535920069627569720213405952086
polymarket,ETH,above,ethereum-above-on-august-6-2026,ethereum-above-2300-on-august-6-2026,"2,300",2026-08-06T16:00:00Z,0.002,0.011,,32.013999999999996,10027.19736,736.0,29970.24,81692167416129081509075961873974109058112145540197731384659557593546368102265
polymarket,ETH,above,ethereum-above-on-august-6-2026,ethereum-above-2400-on-august-6-2026,"2,400",2026-08-06T16:00:00Z,0.001,0.009,0.005,2147.674333,16500.29256,6.0,266551.91,72004985266756921397261518821542051402697522150221766235392855279903838251363
polymarket,ETH,above,ethereum-above-on-august-7-2026,ethereum-above-1400-on-august-7-2026,"1,400",2026-08-07T16:00:00Z,0.984,0.999,0.999,119.114,9338.52318,29909.39,0.88,33079347589435553857024426713763093310619934749038696430570716632838343063390
polymarket,ETH,above,ethereum-above-on-august-7-2026,ethereum-above-1500-on-august-7-2026,"1,500",2026-08-07T16:00:00Z,0.981,0.999,0.99,5,9310.44856,29904.09,155.0,31559887005211401376060878141655152956989619861124547914389458270376025516937
polymarket,ETH,above,ethereum-above-on-august-7-2026,ethereum-above-1600-on-august-7-2026,"1,600",2026-08-07T16:00:00Z,0.971,0.998,0.99,1007.1422660000001,16268.51911,267369.8,955.0,38924692849513662752959851402792437044696445518402285694736062856029804971249
polymarket,ETH,above,ethereum-above-on-august-7-2026,ethereum-above-1700-on-august-7-2026,"1,700",2026-08-07T16:00:00Z,0.935,0.962,0.95,1151.95,15555.26792,266702.02,17543.620000000003,63748713946998846443415065014985972155196081689979521746950265038049911027289
polymarket,ETH,above,ethereum-above-on-august-7-2026,ethereum-above-1800-on-august-7-2026,"1,800",2026-08-07T16:00:00Z,0.78,0.79,0.75,756.790366,13512.3555,88556.72000000002,38305.0,106659180129270930581733153193214258405980375103108720524886833481314019211335
polymarket,ETH,above,ethereum-above-on-august-7-2026,ethereum-above-1900-on-august-7-2026,"1,900",2026-08-07T16:00:00Z,0.32,0.34,0.36,259.668134,8570.2586,18836.06,19860.63,72018374094972492077352953399105551820708625580221221285079222840357610297819
polymarket,ETH,above,ethereum-above-on-august-7-2026,ethereum-above-2000-on-august-7-2026,"2,000",2026-08-07T16:00:00Z,0.05,0.09,,6.94,8486.0592,8103.0,20594.98,96894223221291387933807855409682274670363737734322254874496944581442767747307
polymarket,ETH,above,ethereum-above-on-august-7-2026,ethereum-above-2100-on-august-7-2026,"2,100",2026-08-07T16:00:00Z,0.002,0.03,,5,8593.99654,14955.0,28767.289999999997,52155598749074495849598432440243673188073283944418146416671857908141112695356
polymarket,ETH,above,ethereum-above-on-august-7-2026,ethereum-above-2200-on-august-7-2026,"2,200",2026-08-07T16:00:00Z,0.002,0.024,,5,9620.67997,955.0,29759.370000000003,9604078489208888030196595788382872967384867624161336956755445615732253007703
polymarket,ETH,above,ethereum-above-on-august-7-2026,ethereum-above-2300-on-august-7-2026,"2,300",2026-08-07T16:00:00Z,0.005,0.019,,5,9647.08021,960.0,29738.030000000002,21003739596860155789414877763933277529732444408293550076654415983359599412339
polymarket,ETH,above,ethereum-above-on-august-7-2026,ethereum-above-2400-on-august-7-2026,"2,400",2026-08-07T16:00:00Z,0.002,0.007,0.001,352.372,9657.34414,53.77,29588.34,94342046756837584890230963732962196641804867967294218388422479776596305673489
polymarket,ETH,above,ethereum-above-on-august-8-2026,ethereum-above-1400-on-august-8-2026,"1,400",2026-08-08T16:00:00Z,0.981,0.999,,,8939.44251,21307.15,155.0,1740401832340040758972778783697328933013582433758486732767046680127976258547
polymarket,ETH,above,ethereum-above-on-august-8-2026,ethereum-above-1500-on-august-8-2026,"1,500",2026-08-08T16:00:00Z,0.981,0.999,,,8919.82649,21560.47,155.0,31634665391120055278418733078291945146487860645095269448093972098383107874101
polymarket,ETH,above,ethereum-above-on-august-8-2026,ethereum-above-1600-on-august-8-2026,"1,600",2026-08-08T16:00:00Z,0.969,0.998,0.983,200,9159.72854,29887.719999999998,6739.0,72606678132426824547498438473319042468828241147587318666309385178412376386107
polymarket,ETH,above,ethereum-above-on-august-8-2026,ethereum-above-1700-on-august-8-2026,"1,700",2026-08-08T16:00:00Z,0.93,0.96,0.94,525,13284.7824,88540.93000000001,8000.0,41534138633629126643149128907085725561165967820454493977908024286621280305271
polymarket,ETH,above,ethereum-above-on-august-8-2026,ethereum-above-1800-on-august-8-2026,"1,800",2026-08-08T16:00:00Z,0.77,0.78,0.65,159.31,8499.8073,20335.94,15329.8,114982139865591105798357348364603876101530197496549199730408979615522324088409
polymarket,ETH,above,ethereum-above-on-august-8-2026,ethereum-above-1900-on-august-8-2026,"1,900",2026-08-08T16:00:00Z,0.33,0.37,0.39,94.162153,8628.5074,18582.03,19825.16,88862557101763938195987813738666518304591540770010966947681773335922203936311
polymarket,ETH,above,ethereum-above-on-august-8-2026,ethereum-above-2000-on-august-8-2026,"2,000",2026-08-08T16:00:00Z,0.07,0.11,,,8449.928,8043.38,20295.04,73388903562695851085307287906060611592603172197531733235800958438246165256290
polymarket,ETH,above,ethereum-above-on-august-8-2026,ethereum-above-2100-on-august-8-2026,"2,100",2026-08-08T16:00:00Z,0.006,0.042,,,8477.07593,9205.29,20552.7,8458298032507949726534558871084209647340144834651550166011273926909748412883
polymarket,ETH,above,ethereum-above-on-august-8-2026,ethereum-above-2200-on-august-8-2026,"2,200",2026-08-08T16:00:00Z,0.001,0.025,,,9212.70953,655.0,21165.75,16532837373596764306784234832753582111019643204439037466358672244444787223812
polymarket,ETH,above,ethereum-above-on-august-8-2026,ethereum-above-2300-on-august-8-2026,"2,300",2026-08-08T16:00:00Z,0.001,0.019,,,9263.04057,655.0,21165.79,10964473550481983500220997980032972506088582946675564200180151233337872115551
polymarket,ETH,above,ethereum-above-on-august-8-2026,ethereum-above-2400-on-august-8-2026,"2,400",2026-08-08T16:00:00Z,0.001,0.01,,,9400.91251,771.0,21213.95,46419856659807717577248009732407378595272225687955170277495824284464016355878
polymarket,ETH,above,ethereum-above-on-august-9-2026,ethereum-above-1400-on-august-9-2026,"1,400",2026-08-09T16:00:00Z,0.982,0.999,,,8165.59272,9275.18,115.0,115227553592449151947530070239258688606461318395580615445710881372916009865738
polymarket,ETH,above,ethereum-above-on-august-9-2026,ethereum-above-1500-on-august-9-2026,"1,500",2026-08-09T16:00:00Z,0.977,0.999,,,8137.30859,9239.25,155.0,105107164400749437333724053673890021801532501898149918839707850019633908344833
polymarket,ETH,above,ethereum-above-on-august-9-2026,ethereum-above-1600-on-august-9-2026,"1,600",2026-08-09T16:00:00Z,0.968,0.993,0.98,102.026307,7745.36855,16748.7,16867.62,44727894785007346021987061955636019413547968616689835768955537551638299073228
polymarket,ETH,above,ethereum-above-on-august-9-2026,ethereum-above-1700-on-august-9-2026,"1,700",2026-08-09T16:00:00Z,0.91,0.94,,,7602.3048,8078.11,8000.0,100720504750524148163933039345859135159026221510001926557104733604920308137348
polymarket,ETH,above,ethereum-above-on-august-9-2026,ethereum-above-1800-on-august-9-2026,"1,800",2026-08-09T16:00:00Z,0.71,0.75,0.64,15.322351,7588.4749,8081.88,8080.25,51191648682484618772678274071335265834186686216154397399418302021105139301137
polymarket,ETH,above,ethereum-above-on-august-9-2026,ethereum-above-1900-on-august-9-2026,"1,900",2026-08-09T16:00:00Z,0.34,0.38,,,7583.0801,8080.25,8074.64,68297130409206892242095888732797027131610612050663898174112729241546288340252
polymarket,ETH,above,ethereum-above-on-august-9-2026,ethereum-above-2000-on-august-9-2026,"2,000",2026-08-09T16:00:00Z,0.08,0.12,0.1,50,7626.3471,8008.24,8126.9,56349248112267193640291948075915615209692766721410326817798099363061090968385
polymarket,ETH,above,ethereum-above-on-august-9-2026,ethereum-above-2100-on-august-9-2026,"2,100",2026-08-09T16:00:00Z,0.012,0.046,,,7701.94749,8891.53,8406.310000000001,29365346371551087050502629732830259690285072428550209306789803955745196794666
polymarket,ETH,above,ethereum-above-on-august-9-2026,ethereum-above-2200-on-august-9-2026,"2,200",2026-08-09T16:00:00Z,0.001,0.027,,,8104.88872,655.0,8692.15,69308836384625625024672974087886198013545482526960229845942939529381759268484
polymarket,ETH,above,ethereum-above-on-august-9-2026,ethereum-above-2300-on-august-9-2026,"2,300",2026-08-09T16:00:00Z,0.001,0.018,,,8165.14276,615.0,8672.880000000001,81186146009559272989618079933542465228969589688891923517086262596034806344646
polymarket,ETH,above,ethereum-above-on-august-9-2026,ethereum-above-2400-on-august-9-2026,"2,400",2026-08-09T16:00:00Z,0.001,0.009,,,8305.08773,771.0,8775.58,79839398302071608698003181647019464827767102399340320191879294850069506075673
polymarket,ETH,range,ethereum-price-on-august-4-2026,will-the-price-of-ethereum-be-less-than-1500-on-august-4-2026,"<1,500",2026-08-04T16:00:00Z,,0.001,0.001,914.7,20102.40095,0,149944.99000000002,75669757040295800891843175277351325157126195986905679785412773205188815524496
polymarket,ETH,range,ethereum-price-on-august-4-2026,will-the-price-of-ethereum-be-between-1500-1600-on-august-4-2026,"1,500-1,600",2026-08-04T16:00:00Z,0.001,0.002,0.001,312.66149999999993,9590.92611,3.11,29639.81,11405200384723603729488488870212633107319330486896135099714244038863905631650
polymarket,ETH,range,ethereum-price-on-august-4-2026,will-the-price-of-ethereum-be-between-1600-1700-on-august-4-2026,"1,600-1,700",2026-08-04T16:00:00Z,0.016,0.021,0.02,5902.669426,12487.07631,4481.1,263483.29999999993,39659507789569107163075083005900389870714169490642667507756464346124305236272
polymarket,ETH,range,ethereum-price-on-august-4-2026,will-the-price-of-ethereum-be-between-1700-1800-on-august-4-2026,"1,700-1,800",2026-08-04T16:00:00Z,0.042,0.076,0.042,4275.059229,11930.4313,13569.699999999999,262582.68,43444561040208272145523675356108022014846930630328293058261858936081609983658
polymarket,ETH,range,ethereum-price-on-august-4-2026,will-the-price-of-ethereum-be-between-1800-1900-on-august-4-2026,"1,800-1,900",2026-08-04T16:00:00Z,0.69,0.72,0.71,586.8956940000002,10629.9689,85129.19000000002,68799.93000000001,89112689600558131521036374004647022296581689071142613846073578214078819844221
polymarket,ETH,range,ethereum-price-on-august-4-2026,will-the-price-of-ethereum-be-between-1900-2000-on-august-4-2026,"1,900-2,000",2026-08-04T16:00:00Z,0.18,0.23,0.17,101.035971,4774.2095,5177.12,17271.18,38989915464162563812477773820161467986854299362256915368368270254015150682124
polymarket,ETH,range,ethereum-price-on-august-4-2026,will-the-price-of-ethereum-be-between-2000-2100-on-august-4-2026,"2,000-2,100",2026-08-04T16:00:00Z,0.003,0.01,0.011,256.005,5070.92296,2803.99,25444.72,94108133667958327328597380394202446277732606101924546314033900096390790723096
polymarket,ETH,range,ethereum-price-on-august-4-2026,will-the-price-of-ethereum-be-between-2100-2200-on-august-4-2026,"2,100-2,200",2026-08-04T16:00:00Z,0.001,0.002,0.001,196.577,9604.82767,70.87,29650.499999999996,37769772541829768792013458815612788898509982732557941110592660742390260662127
polymarket,ETH,range,ethereum-price-on-august-4-2026,will-the-price-of-ethereum-be-between-2200-2300-on-august-4-2026,"2,200-2,300",2026-08-04T16:00:00Z,,0.004,0.001,414.96504999999996,7601.22575,0,27605.510000000002,48704961402935045827659669901795482882945556610545520518433701638972345999170
polymarket,ETH,range,ethereum-price-on-august-4-2026,will-the-price-of-ethereum-be-between-2300-2400-on-august-4-2026,"2,300-2,400",2026-08-04T16:00:00Z,,0.001,0.001,947.9305000000002,20666.38355,0,154725.86000000002,17404611071755617849907241283688259871246484457176482319504278080038763859367
